,Id,LotFrontage,LotArea,LotShape,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,Age_Category,MSZoning_FV,MSZoning_RL,MSZoning_RM,BldgType_1Fam,HouseStyle_2Story,Exterior1st_BrkFace,Exterior1st_Wd Sdng,Exterior2nd_Wd Sdng,MasVnrType_None,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,GarageType_Modified_Attchd,GarageType_Modified_Detchd,bathrooms_final,Garage_final,total_house_area,qual*total_house_area,semi_built_area,BsmtUnitsGrade,BsmtGrade,elec_inf,rooms_to_size,land_score
249,253,65.0,8366.0,3.0,186555.8,6,5.0,2004.0,2004,0.0,4.0,0.0,0,0.0,798.0,798.0,5,1,798.0,842,1640.0,2,1,4.0,4,6,0.0,0,2004.0,2,2.0,520.0,1,138,45,12,2008,173000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,2080.0,2438.0,14628.0,183.0,0,12768,10,410.0,10.823690621230199
250,254,85.0,9350.0,4.0,145847.08,6,7.0,1964.0,1991,108.0,4.0,2.5,1,270.0,452.0,1302.0,5,1,1302.0,0,1302.0,2,0,4.0,4,7,0.0,0,1964.0,2,1.0,309.0,1,333,0,10,2007,158000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,618.0,2604.0,15624.0,333.0,2590,20832,10,325.5,10.752569534716834
251,255,70.0,8400.0,4.0,145847.08,5,6.0,1957.0,1957,0.0,3.0,0.0,2,922.0,392.0,1314.0,3,1,1314.0,0,1314.0,1,0,4.0,3,5,0.0,0,1957.0,2,1.0,294.0,1,250,0,6,2010,145000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,588.0,2628.0,13140.0,250.0,1844,11826,8,328.5,10.645424897265505
252,256,66.0,8738.0,3.0,192854.51,7,5.0,1999.0,1999,302.0,4.0,0.0,0,0.0,975.0,975.0,5,1,1005.0,1286,2291.0,2,1,5.0,4,8,1.0,3,1999.0,3,2.0,429.0,1,192,0,2,2006,230000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2574.0,3266.0,22862.0,192.0,0,15600,10,458.2,10.867196078739436
253,257,64.0,8791.0,3.0,225379.84,6,5.0,2003.0,2003,0.0,4.0,0.0,2,503.0,361.0,864.0,5,1,864.0,864,1728.0,2,1,4.0,4,7,0.0,0,2003.0,2,2.0,673.0,1,216,56,5,2008,207500,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,2692.0,2592.0,15552.0,272.0,1006,13824,10,432.0,10.873243219079233
254,258,68.0,8814.0,4.0,197965.77,7,5.0,2006.0,2006,180.0,4.0,0.0,5,1334.0,270.0,1604.0,5,1,1604.0,0,1604.0,2,1,4.0,4,8,1.0,4,2006.0,2,2.0,660.0,1,123,110,3,2009,220000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.25,2640.0,3208.0,22456.0,233.0,6670,25664,10,401.0,10.693534557836033
255,259,80.0,12435.0,4.0,197965.77,7,5.0,2001.0,2001,172.0,4.0,0.0,5,361.0,602.0,963.0,5,1,963.0,829,1792.0,2,1,4.0,4,7,1.0,3,2001.0,2,2.0,564.0,1,0,96,5,2008,231500,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,2256.0,2755.0,19285.0,341.0,1805,15408,10,448.0,11.037708268671606
256,260,70.0,12702.0,4.0,128225.3,5,5.0,1956.0,1956,0.0,1.5,0.0,0,0.0,0.0,73.375,4,1,882.0,0,882.0,1,0,3.0,3,4,0.0,0,1956.0,1,1.0,308.0,1,0,45,12,2008,97000,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.25,308.0,882.0,4410.0,45.0,0,0,8,294.0,11.05895265279702
257,261,110.0,17352.5,4.0,145847.08,6,5.0,1962.0,1962,394.375,3.0,2.5,2,672.0,0.0,1362.0,3,1,1382.0,0,1382.0,1,0,4.0,3,6,1.0,3,1991.0,1,2.0,884.0,1,0,0,5,2009,176000,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1768.0,2744.0,16464.0,0.0,4104,12258,8,345.5,11.477091011961013
258,262,69.0,9588.0,3.0,197965.77,8,5.0,2007.0,2007,270.0,5.0,0.0,0,0.0,1482.0,1482.0,5,1,1482.0,1092,2574.0,2,1,4.0,5,10,1.0,4,2007.0,3,3.0,868.0,1,0,148,11,2007,276000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,5739.5,4056.0,32448.0,148.0,0,36026,10,643.5,10.96002706478233
259,263,88.0,8471.0,3.0,136793.14,6,7.0,1977.0,1995,46.0,4.0,2.0,4,506.0,0.0,506.0,3,1,1212.0,0,1212.0,1,0,4.0,3,6,1.0,3,1978.0,1,2.0,492.0,1,292,12,7,2006,151000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,984.0,1718.0,10308.0,304.0,2024,8096,8,303.0,10.836163313659606
260,264,50.0,5500.0,4.0,128225.3,5,7.0,1929.0,2001,0.0,3.0,0.0,1,234.0,0.0,926.0,3,1,926.0,0,1316.0,1,0,4.0,3,6,0.0,0,1974.0,1,2.0,484.0,1,0,0,4,2010,130000,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,968.0,2242.0,11210.0,0.0,3002,8334,8,329.0,10.221941283654663
261,265,30.0,5232.0,1.5,128225.3,5,5.0,1925.0,2004,0.0,2.0,0.0,0,0.0,680.0,680.0,4,0,764.0,0,764.0,1,0,3.0,3,4,0.0,0,1965.0,1,2.0,504.0,0,0,0,6,2008,73000,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.25,1008.0,1444.0,7220.0,0.0,0,2720,5,254.66666666666666,10.759773470473254
262,266,78.0,12090.0,3.0,189050.07,6,6.0,1981.0,1981,210.0,4.0,0.0,5,588.0,606.0,1422.0,3,1,1422.0,0,1422.0,2,0,4.0,4,7,1.0,3,1981.0,3,2.0,576.0,1,276,0,6,2008,175500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3456.0,2844.0,17064.0,276.0,3168,22752,8,355.5,11.191893412836894
263,267,70.0,11207.0,3.0,192854.51,6,5.0,1997.0,1997,0.0,4.0,2.0,5,714.0,88.0,802.0,4,1,802.0,709,1511.0,2,1,4.0,3,8,1.0,3,1997.0,3,2.0,413.0,1,95,75,6,2006,185000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.25,2478.0,2313.0,13878.0,170.0,3570,12832,9,377.75,11.403735403731863
264,268,60.0,8400.0,4.0,142591.36,5,7.5,1939.0,1997,0.0,3.0,0.0,1,378.0,342.0,720.0,5,1,1052.0,720,2192.0,2,1,5.0,4,8,1.0,4,1939.0,1,1.0,240.0,1,262,24,7,2008,179500,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.5,240.0,2912.0,14560.0,286.0,378,6480,10,438.4,10.645424897265505
265,269,71.0,6900.0,4.0,100123.78,5,6.0,1940.0,1955,0.0,3.0,0.0,4,403.0,212.0,740.0,5,1,778.0,0,778.0,1,0,3.0,3,4,1.0,4,1966.0,3,1.0,924.0,1,0,25,2,2008,120500,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,2772.0,1518.0,7590.0,25.0,1862,6660,10,259.3333333333333,10.448714603019452
266,270,65.5,7917.0,3.0,128219.7,6,7.0,1976.0,1976,174.0,3.0,0.0,3,751.0,392.0,1143.0,3,1,1113.0,0,1113.0,1,1,4.0,3,6,1.0,2,1987.0,2,1.0,504.0,1,370,30,5,2007,148000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,1008.0,2256.0,13536.0,400.0,2253,10287,8,278.25,10.768527094399488
267,271,84.0,10728.0,4.0,225379.84,8,5.0,2006.0,2006,0.0,4.0,1.0,0,0.0,1095.0,1095.0,4,1,1095.0,844,1939.0,2,1,4.0,4,8,1.0,4,2006.0,2,3.0,952.125,1,192,51,8,2006,266000,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,5739.5,3034.0,24272.0,243.0,0,17520,9,484.75,10.890050337395614
268,272,73.0,17352.5,3.0,212565.43,7,7.0,1954.0,2005,0.0,4.0,2.5,1,226.0,96.0,1385.0,5,1,1363.0,0,1363.0,1,0,3.0,3,5,2.0,3,1954.0,1,2.0,439.0,1,81,0,4,2008,241500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,878.0,2748.0,19236.0,81.0,5541,22160,10,454.3333333333333,11.844600154469802
269,273,92.0,11764.0,3.0,289724.71499999997,8,7.0,1999.0,2007,348.0,4.0,0.0,5,524.0,628.0,1152.0,5,1,1164.0,1106,2270.0,2,1,5.0,4,9,1.0,4,1999.0,3,3.0,671.0,1,132,57,4,2010,290000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,5739.5,3422.0,27376.0,189.0,2620,18432,10,454.0,11.16455876890194
270,274,80.0,9600.0,4.0,145847.08,6,6.0,1958.0,1988,183.0,3.0,0.0,2,620.0,0.0,1240.0,4,1,1632.0,0,1632.0,2,0,4.0,3,6,1.0,4,1958.0,2,1.0,338.0,1,289,0,4,2009,139000,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,676.0,2872.0,17232.0,289.0,1860,11160,9,408.0,10.778956289890028
271,275,76.0,8314.0,4.0,156270.12,5,7.0,1982.0,1982,0.0,3.0,2.5,4,546.0,270.0,816.0,3,1,816.0,0,816.0,1,0,3.0,3,5,0.0,0,1982.0,1,1.0,264.0,1,168,0,6,2007,124500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,264.0,1632.0,8160.0,168.0,2184,7344,8,272.0,10.635134032246683
272,276,55.0,7264.0,4.0,124834.05,7,7.0,1925.0,2007,0.0,3.0,0.0,0,0.0,952.0,952.0,4,0,952.0,596,1548.0,2,1,4.0,5,5,0.0,0,1978.0,1,2.0,672.0,1,74,0,10,2009,205000,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.5,1344.0,2500.0,17500.0,218.0,0,8568,8,387.0,10.50012383271523
273,277,110.0,9196.0,3.0,156270.12,7,5.0,2003.0,2003,0.0,5.0,0.0,0,0.0,1560.0,1560.0,5,1,1560.0,0,1560.0,2,0,4.0,4,7,0.0,0,2003.0,3,2.0,573.0,1,100,150,4,2010,201000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3438.0,3120.0,21840.0,250.0,0,36026,10,390.0,10.918283355111127
274,278,110.0,17352.5,4.0,192854.51,4,5.0,1951.0,1951,0.0,3.0,0.0,1,120.0,744.0,864.0,5,1,864.0,0,864.0,1,0,3.0,3,4,0.0,0,1951.0,1,2.0,400.0,1,0,0,6,2010,141000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,800.0,1728.0,6912.0,0.0,120,7776,10,288.0,11.46886907877331
275,279,107.0,14450.0,4.0,289724.71499999997,9,5.0,2006.0,2007,315.0,5.0,2.5,0,0.0,1686.125,1992.375,5,1,2106.125,0,2121.0,2,1,4.0,5,8,1.0,5,2007.0,3,3.0,732.0,1,124,98,5,2007,415298,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,5739.5,4242.0,34119.375,364.0,0,36026,10,530.25,11.187887605974678
276,280,83.0,10005.0,4.0,212565.43,7,5.0,1977.0,1977,299.0,4.0,0.0,3,392.0,768.0,1160.0,5,1,1156.0,866,2022.0,2,1,5.0,3,8,1.0,3,1977.0,3,2.0,505.0,1,288,117,3,2008,192000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,3030.0,3182.0,22274.0,405.0,1176,18560,10,404.4,10.820278159451934
277,281,82.0,11287.0,4.0,186555.8,7,6.0,1989.0,1989,340.0,4.0,2.0,5,421.0,386.0,807.0,4,1,1175.0,807,1982.0,2,1,4.0,4,7,1.0,3,1989.0,3,2.0,575.0,1,0,84,1,2007,228500,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,3450.0,2789.0,19523.0,280.0,2105,12912,9,495.5,10.940844812389727
278,282,60.0,7200.0,4.0,225379.84,6,5.0,2006.0,2006,68.0,4.0,0.0,5,905.0,357.0,1262.0,4,1,1262.0,0,1262.0,2,0,3.0,4,5,0.0,0,2006.0,3,2.0,572.0,1,0,120,5,2006,185000,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3432.0,2524.0,15144.0,120.0,4525,20192,9,420.6666666666667,10.491274217438248
279,283,34.0,5063.0,4.0,289724.71499999997,7,5.0,2007.0,2008,166.0,4.0,0.0,5,904.0,410.0,1314.0,5,1,1314.0,0,1314.0,2,0,3.0,4,6,1.0,4,2008.0,2,2.0,626.0,1,172,62,4,2009,207500,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2504.0,2628.0,18396.0,234.0,4520,21024,10,438.0,10.13915238440401
280,284,74.0,9612.0,4.0,225379.84,8,5.0,2008.0,2009,72.0,4.0,0.0,0,0.0,1468.0,1468.0,5,1,1468.0,0,1468.0,2,0,4.0,4,6,1.0,4,2008.0,3,3.0,898.0,1,210,150,12,2009,244600,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5739.5,2936.0,23488.0,360.0,0,23488,10,367.0,10.78020550929046
281,285,50.0,8012.0,4.0,186555.8,6,5.0,1992.0,1992,0.0,4.0,0.0,5,430.0,1145.0,1575.0,4,1,1575.0,0,1575.0,2,0,3.0,4,5,0.0,0,1992.0,2,2.0,529.0,1,0,0,7,2007,179200,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2116.0,3150.0,18900.0,0.0,2150,25200,9,525.0,10.59813360921981
282,286,35.0,4251.0,3.0,225379.84,7,5.0,2006.0,2007,0.0,4.0,0.0,0,0.0,625.0,625.0,5,1,625.0,625,1250.0,2,1,3.0,4,5,0.0,0,2006.0,2,2.0,528.0,1,0,54,6,2007,164700,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.5,2112.0,1875.0,13125.0,54.0,0,10000,10,416.6666666666667,10.146668997586845
283,287,77.0,9786.0,3.0,145847.08,6,7.0,1962.0,1981,0.0,3.0,0.0,2,600.0,312.0,912.0,3,1,1085.0,649,1734.0,1,1,4.0,4,7,1.0,4,1962.0,2,2.0,440.0,1,0,0,6,2006,159000,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5,1760.0,2646.0,15876.0,128.0,1200,8208,8,433.5,11.134618220904382
284,288,73.0,8125.0,3.0,145847.08,4,4.0,1971.0,1971,0.0,3.0,0.0,3,614.0,244.0,858.0,3,1,858.0,0,858.0,1,0,4.0,3,5,0.0,0,1971.0,0,0.0,0.0,1,0,0,6,2006,88000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.25,0.0,1716.0,6864.0,0.0,1842,7722,8,214.5,10.794460476425993
285,289,71.0,9819.0,3.0,136793.14,5,5.0,1967.0,1967,31.0,3.0,0.0,3,450.0,432.0,882.0,3,1,900.0,0,900.0,1,0,4.0,3,5,0.0,0,1970.0,1,1.0,280.0,1,0,0,2,2010,122000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.25,280.0,1782.0,8910.0,0.0,1350,7938,8,225.0,10.983834032397345
286,290,60.0,8730.0,4.0,124834.05,6,7.0,1915.0,2003,0.0,3.0,0.0,0,0.0,698.0,698.0,5,1,698.0,698,1396.0,1,0,4.0,3,7,0.0,0,2003.0,1,1.0,384.0,1,0,0,7,2007,153575,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.25,384.0,2094.0,12564.0,259.0,0,6282,9,349.0,10.683958561267747
287,291,110.0,15611.0,4.0,197965.77,8,5.0,2006.0,2006,0.0,4.0,2.0,0,0.0,1079.0,1079.0,5,1,1079.0,840,1919.0,2,1,4.0,4,8,1.0,4,2006.0,2,2.0,685.0,1,0,51,7,2006,233230,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,2740.0,2998.0,23984.0,51.0,0,17264,10,479.75,11.265168985390767
288,292,55.0,5687.0,4.0,142591.36,5,6.0,1912.0,2000,0.0,3.0,0.0,2,210.0,570.0,780.0,5,0,936.0,780,1716.0,2,0,5.5,2,9,0.0,0,2000.0,0,0.0,0.0,0,0,165,3,2008,135900,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2496.0,12480.0,184.0,420,7020,9,245.14285714285714,10.437697616534855
289,293,60.0,11409.0,4.0,128219.7,5,4.0,1949.0,2008,0.0,3.0,0.0,1,292.0,476.0,768.0,4,1,1148.0,568,1716.0,1,1,4.0,3,8,1.0,4,1949.0,1,1.0,281.0,1,0,0,1,2009,131000,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5,281.0,2484.0,12420.0,160.0,292,6912,9,429.0,10.95159570903047
290,294,80.0,16659.0,3.0,189050.07,7,7.0,1977.0,1994,34.0,3.0,0.0,4,795.0,0.0,795.0,2,1,1468.0,795,2263.0,2,1,4.0,4,9,1.0,3,1977.0,3,2.0,539.0,1,0,165,3,2006,235000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,3234.0,3058.0,21406.0,250.0,3180,7155,7,565.75,11.512465359137773
291,295,80.0,9600.0,4.0,145847.08,6,5.0,1953.0,1953,238.0,3.0,0.0,5,1285.0,131.0,1416.0,3,1,1644.0,0,1644.0,1,0,4.0,3,7,2.0,4,1953.0,3,2.0,418.0,1,110,0,10,2009,167000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2508.0,3060.0,18360.0,110.0,6425,12744,8,411.0,10.778956289890028
292,296,37.0,7937.0,3.0,156270.12,6,6.0,1984.0,1984,0.0,3.0,2.0,5,819.0,184.0,1003.0,3,1,1003.0,0,1003.0,1,0,4.0,3,6,0.0,0,1984.0,1,2.0,588.0,1,120,0,3,2006,142500,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1176.0,2006.0,12036.0,120.0,4095,9027,8,250.75,10.77105011831893
293,297,75.0,13710.0,4.0,100123.78,5,5.0,1950.0,1950,0.0,3.0,0.0,3,420.0,490.0,910.0,3,1,910.0,648,1558.0,1,1,5.0,3,6,0.0,0,1950.0,1,1.0,282.0,1,289,0,6,2007,152000,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5,282.0,2468.0,12340.0,289.0,1260,8190,7,311.6,11.13531868499046
294,298,66.0,7399.0,3.0,225379.84,7,5.0,1997.0,1998,394.375,4.0,0.0,3,649.0,326.0,975.0,5,1,975.0,975,1950.0,2,1,4.0,4,7,1.0,3,1997.0,2,2.0,576.0,1,0,10,6,2007,239000,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.5,2304.0,2925.0,20475.0,208.0,1947,15600,10,487.5,10.700859604153607
295,299,90.0,11700.0,4.0,189050.07,6,6.0,1968.0,1968,365.0,3.0,0.0,4,384.0,143.0,702.0,4,1,1041.0,702,1743.0,1,2,4.0,3,7,1.0,4,1968.0,1,2.0,539.0,1,224,0,6,2007,175000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,1078.0,2445.0,14670.0,224.0,1886,6318,9,435.75,10.976782033219948
296,300,80.0,14000.0,4.0,210624.73,6,7.5,1950.0,2004,0.0,3.0,0.0,0,0.0,1092.0,1092.0,5,1,1152.0,0,1152.0,1,0,4.0,4,6,1.0,4,1950.0,1,1.0,300.0,1,0,36,8,2009,158500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5,300.0,2244.0,13464.0,36.0,0,9828,10,288.0,11.156250521031495
297,301,90.0,15750.0,4.0,210624.73,5,5.0,1953.0,1953,56.0,3.0,1.0,3,841.0,324.0,1165.0,3,1,1336.0,0,1336.0,1,0,3.0,3,5,2.0,4,1953.0,1,1.0,375.0,1,0,0,6,2006,157000,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,375.0,2501.0,12505.0,0.0,2523,10485,8,445.3333333333333,11.274033556687879
298,302,66.0,16226.0,1.5,197965.77,8,5.0,1998.0,1999,0.0,4.0,0.0,5,281.0,747.0,1028.0,5,1,1210.0,1242,2452.0,2,1,5.0,4,9,1.0,3,1998.0,3,2.0,683.0,1,208,50,5,2007,267000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,4098.0,3480.0,27840.0,258.0,1405,16448,10,490.4,11.773811714634846
299,303,110.0,13704.0,3.0,197965.77,7,5.0,2001.0,2002,150.0,4.0,0.0,0,0.0,1541.0,1541.0,5,1,1541.0,0,1541.0,2,0,4.0,4,6,1.0,3,2001.0,2,3.0,843.0,1,420,81,1,2006,205000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5058.0,3082.0,21574.0,549.0,0,24656,10,385.25,11.317202509232011
300,304,70.0,9800.0,4.0,197965.77,5,7.0,1972.0,1972,0.0,3.0,0.0,4,894.0,0.0,894.0,3,1,894.0,0,894.0,1,0,4.0,3,5,0.0,0,1975.0,1,2.0,552.0,1,256,0,7,2006,149900,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1104.0,1788.0,8940.0,256.0,3576,8046,8,223.5,10.799575577092764
301,305,87.0,17352.5,4.0,128225.3,7,7.5,1883.125,2002,0.0,3.0,0.0,0,0.0,1470.0,1470.0,5,1,1675.0,1818,2715.375,3,0,4.0,4,10,1.0,5,2003.0,1,3.0,870.0,1,302,0,5,2008,295000,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2610.0,4454.875,34119.375,302.0,0,13230,10,653.5833333333333,11.4287826968578
302,306,80.0,10386.0,4.0,197965.77,8,5.0,2004.0,2005,246.0,4.0,0.0,5,1464.0,536.0,1992.375,5,1,2000.0,0,2000.0,2,0,4.0,4,8,0.0,0,2004.0,3,3.0,888.0,1,168,0,7,2007,305900,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5739.5,4000.0,32000.0,168.0,7320,32000,10,500.0,10.857651936838364
303,307,110.0,13474.0,4.0,186555.8,7,5.0,1990.0,1991,246.0,4.0,0.0,4,700.0,0.0,700.0,4,1,1122.0,1121,2243.0,2,1,5.0,4,8,1.0,3,1990.0,2,3.0,746.0,1,127,44,6,2007,225000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,4476.0,2943.0,20601.0,171.0,2800,11200,9,448.6,11.117955093954706
304,308,60.0,7920.0,3.0,100123.78,6,7.0,1920.0,1950,0.0,3.0,0.0,0,0.0,319.0,319.0,3,1,1035.0,371,1406.0,1,0,4.0,2,6,0.0,0,1950.0,0,0.0,0.0,0,0,144,3,2008,89500,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.25,0.0,1725.0,10350.0,144.0,0,2871,7,351.5,10.768905954036526
305,309,65.5,12342.0,3.0,128219.7,4,5.0,1940.0,1950,0.0,3.0,0.0,3,262.0,599.0,861.0,5,1,861.0,0,861.0,1,0,2.0,3,4,0.0,0,1961.0,1,2.0,539.0,1,158,0,3,2009,82500,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,1078.0,1722.0,6888.0,158.0,786,7749,10,430.5,11.212522828109067
306,310,90.0,12378.0,3.0,289724.71499999997,9,5.0,2003.0,2004,0.0,5.0,2.5,5,1274.0,622.0,1896.0,5,1,1944.0,0,1944.0,2,0,4.0,5,8,2.5,5,2003.0,3,3.0,708.0,1,208,165,11,2006,360000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,5739.5,3840.0,34119.375,383.0,6370,36026,10,486.0,11.215435451527362
307,311,65.0,7685.0,3.0,192854.51,6,5.0,1993.0,1994,112.0,4.0,0.0,4,518.0,179.0,697.0,4,1,697.0,804,1501.0,2,1,4.0,4,6,1.0,3,1993.0,3,2.0,420.0,1,190,63,5,2006,165600,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,2520.0,2198.0,13188.0,253.0,2072,11152,9,375.25,10.738785125200751
